,3.5,4.5,5.5,6.5
15274,255,253,255,253
15275,254,253,255,253
15276,254,253,255,253
15277,255,253,254,253
15278,255,253,254,253
15279,255,253,253,253
15280,255,253,253,253
15281,255,253,253,253
15282,255,253,253,253
15283,255,253,253,253
15284,255,253,253,253
15285,255,253,253,253
15286,255,253,253,253
15287,255,253,253,253
15288,255,253,253,253
15289,255,253,253,253
15290,255,253,253,253
15291,255,253,253,253
15292,255,253,253,253
15293,255,253,253,253
15294,255,253,253,253
15295,255,253,253,253
15296,255,253,253,253
15297,255,254,253,253
15298,255,254,253,253
15299,254,254,253,253
15300,254,254,253,253
15301,255,253,253,253
15302,255,252,253,253
15303,255,251,253,253
15304,255,250,253,253
15305,255,251,253,253
15306,255,252,253,253
15307,255,253,253,253
15308,255,253,253,253
15309,255,253,253,253
15310,255,253,253,253
15311,255,252,253,253
15312,255,253,253,253
15313,255,253,253,253
15314,255,253,253,251
15315,255,253,253,250
15316,255,253,253,250
15317,255,253,253,250
15318,255,253,253,249
15319,255,253,253,251
15320,252,253,253,253
15321,253,253,253,255
15322,253,253,253,255
15323,254,253,253,255
15324,253,253,253,255
15325,251,253,253,255
15326,250,253,253,255
15327,252,253,253,255
15328,250,253,253,255
15329,250,253,253,255
15330,249,253,253,255
15331,251,253,253,255
15332,250,253,253,254
15333,245,253,253,251
15334,246,253,253,249
15335,248,253,253,249
15336,247,255,253,255
15337,246,254,253,255
15338,246,253,253,250
15339,245,250,253,249
15340,246,250,254,250
15341,247,248,253,250
15342,247,248,253,247
15343,246,250,254,247
15344,249,253,255,250
15345,248,255,254,250
15346,246,255,252,249
15347,244,255,253,248
15348,246,255,251,247
15349,250,255,251,246
15350,255,253,248,248
15351,255,254,244,247
15352,254,251,245,248
15353,252,251,244,246
15354,254,245,243,246
15355,255,239,245,246
15356,255,237,243,246
15357,255,236,240,245
15358,255,236,238,247
15359,255,235,237,247
15360,253,244,234,248
15361,252,235,232,245
15362,252,232,232,247
15363,252,238,235,250
15364,253,237,239,250
15365,253,230,233,245
15366,254,230,236,243
15367,254,234,243,245
15368,255,232,245,243
15369,255,233,238,244
15370,255,238,237,243
15371,255,244,244,244
15372,255,244,246,245
15373,255,243,244,246
15374,255,248,255,246
15375,255,253,252,244
15376,254,255,250,243
15377,254,255,255,243
15378,254,255,250,244
15379,254,255,255,244
15380,254,255,254,245
15381,254,255,250,249
15382,254,255,248,254
15383,253,252,253,255
15384,251,255,255,255
15385,251,254,254,255
15386,254,254,255,255
15387,253,253,255,252
15388,254,252,255,248
15389,255,250,255,248
15390,255,250,255,248
15391,255,249,255,247
15392,255,252,255,253
15393,255,252,255,254
15394,255,254,255,255
15395,254,254,254,255
15396,252,255,255,254
15397,250,255,255,253
15398,248,255,254,250
15399,250,255,253,250
15400,255,255,253,251
15401,253,255,252,253
15402,250,255,254,253
15403,253,255,254,253
15404,252,255,254,253
15405,249,254,254,253
15406,251,251,253,253
15407,253,251,254,253
15408,255,252,255,253
15409,254,252,255,253
15410,254,254,255,253
15411,255,251,255,253
15412,255,254,255,253
15413,254,255,254,253
15414,255,255,251,253
15415,254,251,250,253
15416,254,255,252,253
15417,254,255,251,253
15418,254,252,247,253
15419,254,247,246,253
15420,254,248,250,253
15421,254,251,248,253
15422,254,254,244,253
15423,254,253,241,253
15424,255,249,242,253
15425,255,252,244,253
15426,255,252,243,253
15427,255,249,242,253
15428,255,247,244,253
15429,255,249,241,253
15430,255,255,240,253
15431,255,255,242,253
15432,255,251,243,253
15433,255,251,243,253
15434,255,255,248,253
15435,255,255,249,253
15436,255,255,248,253
15437,255,255,251,253
15438,255,255,255,253
15439,255,255,255,253
15440,255,255,255,253
15441,255,251,255,253
15442,255,251,255,253
15443,254,251,254,253
15444,254,251,255,253
15445,255,251,255,253
15446,255,251,255,253
15447,255,251,255,253
15448,255,253,255,253
15449,255,253,254,253
15450,255,253,254,253
15451,255,253,253,253
15452,255,253,253,253
15453,255,253,253,253
15454,255,253,253,253
15455,255,253,253,253
15456,255,253,253,253
15457,255,253,253,253
15458,255,253,253,253
15459,255,253,253,253
15460,255,253,253,253
15461,255,253,253,253
15462,255,253,253,253
15463,255,253,253,253
15464,255,253,253,253
15465,255,253,253,253
15466,255,253,253,253
15467,254,253,253,253
15468,254,253,253,253
15469,255,253,253,253
15470,255,253,253,253
15471,255,253,253,253
15472,255,253,253,253
15473,255,253,253,253
15474,255,253,253,253
15475,255,253,253,253
15476,255,253,253,253
15477,255,253,253,253
15478,255,253,253,253
15479,255,253,253,253
15480,255,253,253,253
15481,255,253,253,253
15482,255,253,253,253
15483,255,253,253,253
15484,255,253,253,253
15485,255,253,253,253
15486,255,253,253,253
15487,255,253,253,253
15488,252,253,253,253
15489,253,253,253,253
15490,253,253,253,253
15491,253,253,253,253
15492,254,253,253,253
15493,252,254,253,253
15494,251,254,253,253
15495,253,254,253,253
15496,251,254,253,253
15497,250,253,253,253
15498,249,252,253,252
15499,250,251,253,252
15500,249,250,253,252
15501,244,251,253,251
15502,245,252,253,251
15503,247,253,253,252
15504,247,253,253,251
15505,247,253,253,254
15506,246,253,253,253
15507,246,252,253,252
15508,247,253,253,252
15509,247,253,253,253
15510,246,253,253,253
15511,244,253,253,255
15512,246,253,254,255
15513,245,253,253,255
15514,244,253,252,255
15515,243,253,253,253
15516,244,253,254,252
15517,247,253,253,251
15518,252,253,253,248
15519,253,253,254,248
15520,253,253,246,249
15521,252,253,248,250
15522,255,253,245,248
15523,255,253,243,247
15524,255,253,240,246
15525,255,253,239,246
15526,255,253,238,245
15527,255,253,239,245
15528,255,253,238,252
15529,253,253,237,252
15530,253,253,235,252
15531,253,253,234,250
15532,254,254,232,250
15533,254,254,229,249
15534,255,253,229,251
15535,254,251,233,251
15536,255,250,238,252
15537,255,250,233,250
15538,255,250,235,250
15539,255,251,241,250
15540,255,253,244,249
15541,255,255,238,250
15542,255,255,238,250
15543,255,255,244,250
15544,254,255,242,250
15545,254,255,240,246
15546,254,255,253,248
15547,254,255,247,250
15548,254,252,246,249
15549,254,253,252,244
15550,254,247,246,244
15551,253,240,253,247
15552,251,238,253,245
15553,250,237,248,245
15554,252,237,247,247
15555,253,235,251,247
15556,254,241,254,248
15557,255,232,253,249
15558,255,230,254,249
15559,255,236,255,247
15560,255,237,255,242
15561,255,231,255,242
15562,255,230,255,244
15563,254,235,255,243
15564,252,233,255,242
15565,250,233,255,246
15566,249,239,255,254
15567,251,245,255,255
15568,255,245,255,255
15569,253,245,255,255
15570,250,250,255,255
15571,253,255,255,253
15572,252,255,255,248
15573,249,255,255,249
15574,251,255,255,250
15575,253,255,255,249
15576,255,255,255,253
15577,254,255,255,254
15578,254,255,254,255
15579,255,252,255,255
15580,255,253,255,254
15581,254,253,255,251
15582,255,252,255,250
15583,254,252,255,250
15584,254,252,255,251
15585,254,252,255,253
15586,254,250,253,253
15587,254,249,252,253
15588,254,254,252,253
15589,254,254,251,253
15590,254,255,248,253
15591,254,255,247,253
15592,255,255,243,253
15593,255,255,244,253
15594,255,255,243,253
15595,255,255,243,253
15596,255,254,243,253
15597,255,255,242,253
15598,255,254,240,253
15599,255,254,238,253
15600,255,255,245,253
15601,255,254,240,253
15602,255,252,239,253
15603,255,252,243,253
15604,255,252,242,253
15605,255,252,242,253
15606,255,254,249,253
15607,255,252,250,253
15608,255,254,250,253
15609,255,255,252,253
15610,255,255,255,253
15611,254,248,255,253
15612,254,255,255,253
15613,255,255,255,253
15614,255,252,255,253
15615,255,247,254,253
15616,255,248,254,253
15617,255,251,255,253
15618,255,254,255,253
15619,255,254,255,253
15620,255,248,255,253
15621,255,250,254,253
15622,255,249,254,253
15623,255,247,253,253
15624,255,245,253,253
15625,255,248,253,253
15626,255,253,253,253
15627,255,254,253,253
15628,255,253,253,253
15629,255,253,253,253
15630,255,255,253,253
15631,255,255,253,253
15632,255,255,253,253
15633,255,255,253,253
15634,255,255,253,253
15635,254,253,253,253
15636,254,253,253,253
15637,255,251,253,253
15638,255,252,253,253
15639,255,253,253,253
15640,255,252,253,253
15641,255,252,253,253
15642,255,251,253,253
15643,255,251,253,253
15644,255,253,253,253
15645,255,253,253,253
15646,255,253,253,253
15647,255,253,253,253
15648,255,253,253,253
15649,255,253,253,253
15650,255,253,253,253
15651,255,253,253,253
15652,255,253,253,253
15653,255,253,253,253
15654,255,253,253,253
15655,255,253,253,253
15656,252,253,253,253
15657,252,253,253,253
15658,254,253,253,253
15659,254,253,253,253
15660,255,253,253,253
15661,253,253,253,253
15662,253,253,253,253
15663,254,253,253,253
15664,252,253,253,253
15665,251,253,253,253
15666,250,253,253,253
15667,251,253,253,253
15668,250,253,253,253
15669,244,253,253,253
15670,244,253,253,253
15671,247,253,253,253
15672,244,253,253,253
15673,244,253,253,253
15674,244,253,253,253
15675,244,253,253,253
15676,244,253,253,253
15677,244,253,253,253
15678,243,253,253,253
15679,240,253,253,253
15680,242,253,253,252
15681,242,253,253,252
15682,243,253,253,252
15683,242,253,253,253
15684,244,253,254,252
15685,247,253,254,253
15686,250,253,252,253
15687,251,253,253,254
15688,251,252,254,255
15689,252,253,253,255
15690,254,253,252,255
15691,255,253,253,255
15692,255,253,248,255
15693,255,252,248,253
15694,255,251,246,253
15695,255,250,242,255
15696,255,251,241,255
15697,255,252,237,255
15698,255,253,235,254
15699,254,254,236,251
15700,254,254,240,250
15701,255,254,238,249
15702,255,254,236,247
15703,255,253,235,249
15704,255,253,233,246
15705,255,253,230,248
15706,255,253,230,249
15707,255,253,233,249
15708,255,253,238,248
15709,255,253,234,246
15710,255,253,235,247
15711,255,253,240,247
15712,254,253,243,252
15713,254,253,240,252
15714,254,253,240,252
15715,254,253,246,252
15716,254,253,239,251
15717,254,253,238,251
15718,254,253,250,253
15719,253,253,244,253
15720,251,253,243,253
15721,250,253,250,253
15722,252,253,244,253
15723,253,253,251,252
15724,253,253,252,251
15725,255,253,247,252
15726,255,253,247,252
15727,255,253,252,252
15728,255,251,254,252
15729,255,251,253,249
15730,255,253,255,249
15731,254,253,255,250
15732,251,253,255,250
15733,249,253,255,246
15734,248,251,255,247
15735,250,253,255,250
15736,255,254,255,248
15737,255,255,255,249
15738,253,255,255,250
15739,255,255,255,250
15740,254,255,255,250
15741,252,255,255,252
15742,253,254,255,250
15743,255,255,255,249
15744,255,255,255,242
15745,254,255,255,244
15746,254,244,255,245
15747,255,238,255,244
15748,255,239,255,241
15749,254,239,255,244
15750,255,238,255,253
15751,254,235,255,255
15752,254,234,255,255
15753,254,231,255,255
15754,254,230,255,255
15755,254,236,255,254
15756,254,240,255,249
15757,254,240,255,249
15758,254,237,254,250
15759,254,234,253,250
15760,255,237,252,253
15761,255,237,251,254
15762,255,241,249,255
15763,255,245,248,255
15764,255,249,240,254
15765,255,254,242,251
15766,255,255,240,250
15767,255,255,241,250
15768,255,255,240,251
15769,255,255,239,253
15770,255,255,238,253
15771,255,255,235,253
15772,255,254,241,253
15773,255,250,238,253
15774,255,249,240,253
15775,255,247,242,253
15776,255,252,246,253
15777,255,252,249,253
15778,255,254,255,253
15779,254,254,255,253
15780,254,254,252,253
15781,255,254,253,253
15782,255,255,255,253
15783,255,255,255,253
15784,255,255,255,253
15785,255,255,255,253
15786,255,255,255,253
15787,255,255,252,253
15788,255,255,253,253
15789,255,255,254,253
15790,255,255,255,253
15791,255,255,255,253
15792,255,255,255,253
15793,255,255,255,253
15794,255,255,254,253
15795,255,254,253,253
15796,255,254,253,253
15797,255,253,253,253
15798,255,251,253,253
15799,255,251,253,253
15800,255,251,253,253
15801,255,252,253,253
15802,255,254,253,253
15803,254,254,253,253
15804,254,254,253,253
15805,255,251,253,253
15806,255,248,253,253
15807,255,251,253,253
15808,255,254,253,253
15809,255,255,253,253
15810,255,255,253,253
15811,255,255,253,253
15812,255,255,253,253
15813,255,253,253,253
15814,255,255,253,253
15815,255,255,253,253
15816,255,251,253,253
15817,255,255,253,253
15818,255,255,253,253
15819,255,251,253,253
15820,255,247,253,253
15821,255,248,253,253
15822,255,253,253,253
15823,255,255,253,253
15824,253,253,253,253
15825,253,252,253,253
15826,255,254,253,253
15827,255,254,253,253
15828,255,253,253,253
15829,255,251,253,253
15830,254,253,253,253
15831,255,251,253,253
15832,254,254,253,253
15833,253,253,253,253
15834,252,254,253,253
15835,253,255,253,253
15836,250,254,253,253
15837,246,254,253,253
15838,246,253,253,253
15839,249,252,253,253
15840,243,252,253,253
15841,243,253,253,253
15842,243,253,253,253
15843,243,254,253,253
15844,244,254,253,253
15845,243,253,253,253
15846,241,253,253,253
15847,239,252,253,253
15848,240,253,253,253
15849,241,253,253,253
15850,244,253,253,253
15851,244,253,253,253
15852,246,253,253,253
15853,248,253,253,253
15854,250,253,253,253
15855,250,253,253,253
15856,252,253,254,254
15857,251,253,253,254
15858,253,253,252,253
15859,255,253,252,253
15860,255,253,253,253
15861,255,253,253,253
15862,255,253,253,253
15863,255,253,254,253
15864,255,253,254,253
15865,255,253,253,253
15866,255,253,252,253
15867,255,253,249,253
15868,255,253,246,255
15869,255,253,241,255
15870,255,253,235,255
15871,255,253,237,255
15872,255,253,244,255
15873,255,253,243,255
15874,255,253,239,255
15875,255,253,237,255
15876,255,253,234,254
15877,255,253,231,253
15878,255,253,231,252
15879,255,253,234,253
15880,254,253,236,253
15881,254,253,233,251
15882,254,253,234,250
15883,254,253,238,248
15884,254,252,240,248
15885,254,253,239,249
15886,254,253,240,248
15887,253,253,244,249
15888,251,253,243,249
15889,250,252,243,251
15890,252,251,255,253
15891,253,250,247,254
15892,253,251,247,253
15893,255,252,253,252
15894,255,253,247,254
15895,255,254,255,254
15896,255,254,252,255
15897,255,254,248,255
15898,255,254,248,255
15899,254,253,252,254
15900,251,253,255,254
15901,250,253,254,254
15902,248,253,255,255
15903,250,253,255,255
15904,255,253,255,255
15905,255,253,255,255
15906,253,253,255,255
15907,255,253,255,255
15908,254,253,255,255
15909,252,253,255,255
15910,253,253,255,254
15911,255,253,255,253
15912,255,253,255,255
15913,254,253,255,252
15914,254,253,255,251
15915,255,253,255,253
15916,255,253,255,253
15917,254,253,255,250
15918,255,253,255,250
15919,254,253,255,255
15920,254,253,255,252
15921,254,253,255,252
15922,254,253,255,253
15923,254,251,255,253
15924,254,251,255,254
15925,254,250,255,253
15926,254,253,255,253
15927,254,253,255,251
15928,255,254,254,247
15929,255,254,253,249
15930,255,254,253,249
15931,255,253,250,247
15932,255,254,248,243
15933,255,255,247,245
15934,255,255,246,254
15935,255,255,245,255
15936,255,255,242,252
15937,255,255,242,254
15938,255,255,238,255
15939,255,255,236,255
15940,255,255,233,250
15941,255,255,235,249
15942,255,247,235,250
15943,255,241,235,251
15944,255,238,240,253
15945,255,239,237,254
15946,255,237,237,255
15947,254,236,242,255
15948,254,238,246,254
15949,255,233,249,251
15950,255,231,255,250
15951,255,236,255,250
15952,255,241,254,251
15953,255,241,253,253
15954,255,239,255,253
15955,255,237,254,253
15956,255,239,251,253
15957,255,238,252,253
15958,255,242,251,253
15959,255,246,249,253
15960,255,249,253,253
15961,255,255,254,253
15962,255,255,255,253
15963,255,255,255,253
15964,255,255,255,253
15965,255,255,255,253
15966,255,255,254,253
15967,255,255,254,253
15968,255,254,253,253
15969,255,251,253,253
15970,255,248,253,253
15971,254,249,253,253
15972,254,249,253,253
15973,255,251,253,253
15974,255,253,253,253
15975,255,253,253,253
15976,255,254,253,253
15977,255,255,253,253
15978,255,255,253,253
15979,255,255,253,253
15980,255,255,253,253
15981,255,255,253,253
15982,255,255,253,253
15983,255,255,253,253
15984,255,255,253,253
15985,255,254,253,253
15986,255,254,253,253
15987,255,254,253,253
15988,255,255,253,253
15989,255,255,253,253
15990,255,255,253,253
15991,255,254,253,253
15992,254,253,253,253
15993,255,251,253,253
15994,255,251,253,253
15995,254,251,253,253
15996,254,249,253,253
15997,253,250,253,253
15998,252,253,253,253
15999,253,254,253,253
16000,254,252,253,253
16001,252,250,253,253
16002,251,247,253,253
16003,253,251,253,253
16004,250,254,253,253
16005,247,255,253,253
16006,247,255,253,253
16007,250,255,253,253
16008,243,254,253,253
16009,245,254,253,253
16010,245,255,253,253
16011,245,255,253,253
16012,245,252,253,253
16013,244,255,253,253
16014,242,255,253,253
16015,242,251,253,253
16016,238,247,253,253
16017,242,248,253,253
16018,244,254,253,253
16019,248,254,253,253
16020,248,254,253,253
16021,250,252,253,253
16022,253,254,253,253
16023,250,253,253,253
16024,252,250,253,253
16025,251,249,253,253
16026,254,249,253,253
16027,255,251,253,253
16028,255,252,254,253
16029,255,253,253,253
16030,255,255,252,253
16031,255,255,252,253
16032,255,255,253,253
16033,255,254,253,253
16034,255,254,254,253
16035,255,252,254,253
16036,255,252,255,253
16037,255,253,255,253
16038,255,253,255,253
16039,255,254,255,253
16040,255,254,252,254
16041,255,253,248,254
16042,255,253,243,253
16043,255,252,243,253
16044,255,253,249,253
16045,255,253,249,253
16046,255,253,243,253
16047,255,253,242,253
16048,254,253,237,253
16049,254,253,232,253
16050,254,253,232,254
16051,254,253,236,255
16052,254,253,234,255
16053,254,253,234,255
16054,254,253,235,255
16055,253,253,237,255
16056,253,253,238,254
16057,253,253,238,255
16058,254,253,240,254
16059,254,253,241,252
16060,254,253,242,249
16061,255,253,241,246
16062,255,253,252,247
16063,255,253,246,247
16064,255,253,245,253
16065,255,253,250,251
16066,255,253,245,250
16067,254,253,253,248
16068,251,253,253,250
16069,251,253,249,250
16070,249,253,247,250
16071,250,253,252,251
16072,254,253,254,249
16073,253,253,254,251
16074,250,253,255,254
16075,253,253,255,254
16076,252,253,253,254
16077,249,253,253,254
16078,251,253,254,253
16079,253,253,255,254
16080,255,252,255,255
16081,254,253,255,255
16082,254,253,255,255
16083,255,253,255,255
16084,255,253,255,255
16085,254,252,255,255
16086,254,251,255,255
16087,254,250,255,255
16088,254,251,255,255
16089,254,252,255,255
16090,254,253,255,255
16091,254,254,255,255
16092,254,254,255,255
16093,254,254,255,255
16094,254,254,255,255
16095,254,253,255,255
16096,255,253,255,255
16097,255,253,255,252
16098,255,253,255,251
16099,255,253,255,253
16100,255,253,252,253
16101,255,253,255,249
16102,255,253,253,250
16103,255,253,250,255
16104,255,253,249,253
16105,255,253,247,255
16106,255,253,245,255
16107,255,253,245,255
16108,255,253,241,255
16109,255,253,239,255
16110,255,253,237,255
16111,255,253,233,254
16112,255,253,230,251
16113,255,253,231,253
16114,255,253,236,253
16115,254,253,238,249
16116,254,253,242,246
16117,255,253,238,249
16118,255,253,239,255
16119,255,251,243,255
16120,255,251,245,253
16121,255,250,246,254
16122,255,253,255,255
16123,255,253,255,255
16124,255,254,255,252
16125,255,254,255,251
16126,255,254,255,251
16127,255,254,254,251
16128,255,255,249,253
16129,255,255,251,254
16130,255,255,249,255
16131,255,255,247,254
16132,255,255,251,254
16133,255,255,254,251
16134,255,252,255,250
16135,255,255,255,250
16136,255,255,255,251
16137,255,255,255,253
16138,255,249,255,253
16139,254,241,254,253
16140,254,238,253,253
16141,255,237,253,253
16142,255,237,253,253
16143,255,240,253,253
16144,255,244,253,253
16145,255,238,253,253
16146,255,233,253,253
16147,255,236,253,253
16148,255,240,253,253
16149,255,240,253,253
16150,255,241,253,253
16151,255,240,253,253
16152,255,239,253,253
16153,254,238,253,253
16154,254,242,253,253
16155,253,245,253,253
16156,253,248,253,253
16157,254,253,253,253
16158,254,255,253,253
16159,255,255,253,253
16160,253,255,253,253
16161,254,255,253,253
16162,255,255,253,253
16163,254,255,253,253
16164,253,254,253,253
16165,252,249,253,253
16166,252,249,253,253
16167,252,248,253,253
16168,250,250,253,253
16169,250,250,253,253
16170,250,251,253,253
16171,248,251,253,253
16172,248,253,253,253
16173,248,253,253,253
16174,248,254,253,253
16175,248,254,253,253
16176,249,255,253,253
16177,248,254,253,253
16178,245,255,253,253
16179,242,254,253,253
16180,242,254,253,253
16181,243,253,253,253
16182,245,253,253,253
16183,246,254,253,253
16184,245,254,253,253
16185,245,254,253,253
16186,245,254,253,253
16187,243,253,253,253
16188,241,253,253,253
16189,243,250,253,253
16190,248,250,253,253
16191,249,249,253,253
16192,252,247,253,253
16193,252,248,253,253
16194,254,251,253,253
16195,255,252,253,253
16196,254,251,253,253
16197,255,250,253,253
16198,255,248,253,253
16199,255,250,253,253
16200,255,253,252,253
16201,255,255,251,253
16202,255,254,250,253
16203,255,252,250,253
16204,255,252,251,253
16205,254,253,252,253
16206,254,254,252,253
16207,253,255,254,253
16208,255,250,255,253
16209,255,253,255,253
16210,255,254,255,253
16211,255,251,255,253
16212,255,247,255,253
16213,255,249,255,253
16214,255,253,252,253
16215,255,255,253,253
16216,255,255,255,253
16217,255,253,255,253
16218,255,255,251,253
16219,255,254,248,253
16220,254,252,244,253
16221,254,251,237,253
16222,254,250,236,253
16223,255,251,240,253
16224,254,252,239,254
16225,255,253,240,254
16226,255,255,239,253
16227,255,255,239,253
16228,255,255,239,251
16229,255,254,240,251
16230,255,254,242,251
16231,255,252,245,253
16232,255,252,238,255
16233,255,253,237,255
16234,254,253,249,255
16235,254,254,242,255
16236,255,254,240,255
16237,255,253,245,255
16238,255,253,240,255
16239,254,252,249,255
16240,255,253,249,255
16241,255,253,246,255
16242,254,253,246,253
16243,252,253,250,251
16244,253,253,252,250
16245,254,253,252,245
16246,255,253,253,245
16247,255,253,254,248
16248,255,253,250,252
16249,255,253,248,251
16250,254,253,251,249
16251,255,253,252,246
16252,255,253,253,249
16253,253,253,253,251
16254,253,253,253,249
16255,253,253,251,250
16256,254,253,254,255
16257,254,253,252,253
16258,254,253,253,251
16259,255,253,252,252
16260,255,253,253,254
16261,255,253,252,255
16262,255,253,251,255
16263,255,253,250,253
16264,255,253,251,255
16265,255,253,252,255
16266,255,253,251,255
16267,255,253,250,255
16268,255,253,251,255
16269,255,253,250,255
16270,255,253,251,255
16271,255,253,250,255
16272,255,253,250,255
16273,255,253,253,255
16274,255,253,253,255
16275,255,253,250,255
16276,255,252,247,255
16277,255,253,245,255
16278,255,253,245,255
16279,255,253,245,255
16280,255,253,235,255
16281,255,252,234,255
16282,255,251,234,255
16283,254,250,231,255
16284,254,251,230,255
16285,255,252,232,255
16286,255,253,238,255
16287,255,254,242,255
16288,255,254,244,255
16289,255,254,239,255
16290,255,254,241,255
16291,255,253,245,255
16292,255,253,248,255
16293,255,253,252,255
16294,255,253,255,255
16295,255,253,255,255
16296,255,253,255,255
16297,255,253,255,254
16298,255,253,255,251
16299,255,253,255,249
16300,255,253,251,245
16301,255,253,250,246
16302,255,253,248,255
16303,255,253,246,255
16304,255,253,251,255
16305,255,253,254,255
16306,255,253,255,255
16307,254,253,255,255
16308,254,253,255,255
16309,255,253,255,255
16310,255,253,255,252
16311,255,253,254,252
16312,255,253,253,253
16313,255,253,253,254
16314,255,253,253,255
16315,255,251,253,254
16316,255,250,253,254
16317,255,250,253,251
16318,255,251,253,250
16319,255,253,253,250
16320,255,255,253,251
16321,254,255,253,253
16322,254,254,253,253
16323,253,254,253,253
16324,253,255,253,253
16325,254,254,253,253
16326,254,255,253,253
16327,255,255,253,253
16328,255,255,253,253
16329,255,255,253,253
16330,255,250,253,253
16331,255,253,253,253
16332,254,253,253,253
16333,252,255,253,253
16334,251,250,253,253
16335,252,244,253,253
16336,250,237,253,253
16337,250,235,253,253
16338,250,238,253,253
16339,248,241,253,253
16340,250,248,253,253
16341,249,242,253,253
16342,248,237,253,253
16343,248,238,253,253
16344,249,240,253,253
16345,250,238,253,253
16346,246,241,253,253
16347,244,241,253,253
16348,243,237,253,253
16349,243,237,253,253
16350,244,240,253,253
16351,244,244,253,253
16352,244,247,253,253
16353,244,250,253,253
16354,246,255,253,253
16355,246,255,253,253
16356,244,253,253,253
16357,244,252,253,253
16358,246,252,253,253
16359,246,253,253,253
16360,252,250,253,253
16361,253,249,253,253
16362,254,249,253,253
16363,254,248,253,253
16364,255,251,253,253
16365,254,250,253,253
16366,255,251,253,253
16367,255,252,253,253
16368,255,253,253,253
16369,255,254,253,253
16370,255,254,253,253
16371,255,255,253,253
16372,255,254,252,253
16373,255,253,251,253
16374,254,254,250,253
16375,254,253,250,253
16376,255,253,251,253
16377,255,251,252,253
16378,255,253,253,253
16379,255,253,254,253
16380,255,253,255,253
16381,255,253,255,253
16382,255,253,255,253
16383,254,250,255,253
16384,255,250,255,253
16385,255,250,255,253
16386,255,249,251,253
16387,254,249,254,253
16388,254,247,255,253
16389,254,250,255,253
16390,254,251,253,253
16391,255,252,250,253
16392,255,253,245,253
16393,255,252,240,253
16394,255,250,240,253
16395,255,251,242,253
16396,255,255,244,253
16397,255,255,245,253
16398,254,252,244,253
16399,255,249,243,253
16400,252,250,244,253
16401,252,251,245,253
16402,252,255,247,253
16403,252,255,246,253
16404,254,251,240,253
16405,254,254,239,253
16406,255,255,250,253
16407,255,253,243,253
16408,255,249,241,254
16409,255,252,248,254
16410,254,255,243,253
16411,252,255,251,253
16412,253,255,247,251
16413,254,253,244,251
16414,255,254,245,251
16415,255,254,249,251
16416,255,253,250,254
16417,254,251,248,254
16418,254,251,250,255
16419,255,250,251,255
16420,253,252,249,255
16421,252,253,248,255
16422,253,255,250,255
16423,251,255,253,255
16424,254,255,254,255
16425,254,254,254,255
16426,254,253,253,252
16427,255,252,251,249
16428,255,252,251,248
16429,255,253,250,243
16430,255,253,251,243
16431,255,254,251,246
16432,255,254,250,251
16433,255,253,249,250
16434,255,253,247,247
16435,255,252,246,248
16436,255,253,250,247
16437,255,253,251,248
16438,255,253,250,247
16439,255,253,249,247
16440,255,253,249,248
16441,255,253,250,252
16442,255,253,247,255
16443,255,253,248,255
16444,255,253,246,254
16445,255,253,248,252
16446,255,253,247,253
16447,255,253,245,253
16448,255,253,240,253
16449,255,253,239,254
16450,255,253,238,255
16451,254,253,237,255
16452,254,253,230,255
16453,255,253,232,255
16454,255,253,233,255
16455,255,253,232,255
16456,255,253,232,255
16457,255,253,235,255
16458,255,253,240,255
16459,255,253,242,254
16460,255,253,242,254
16461,255,253,239,252
16462,255,253,240,254
16463,255,253,245,254
16464,255,253,249,255
16465,255,253,253,255
16466,255,253,255,255
16467,255,253,255,255
16468,255,253,255,255
16469,255,253,255,255
16470,255,253,255,255
16471,255,253,255,255
16472,255,252,252,255
16473,255,253,251,254
16474,255,253,249,254
16475,254,253,249,255
16476,254,253,251,255
16477,255,252,254,252
16478,255,251,255,254
16479,255,250,255,255
16480,255,251,255,255
16481,255,252,255,254
16482,255,253,254,254
16483,255,254,254,253
16484,255,254,253,250
16485,255,254,253,250
16486,255,254,253,255
16487,255,253,253,255
16488,255,253,253,255
16489,254,253,253,255
16490,254,253,253,255
16491,253,253,253,255
16492,253,253,253,255
16493,254,253,253,253
16494,254,253,253,252
16495,255,253,253,251
16496,255,253,253,253
16497,255,253,253,253
16498,254,253,253,255
16499,254,253,253,254
16500,255,253,253,254
16501,253,253,253,251
16502,253,253,253,251
16503,254,253,253,250
16504,253,253,253,253
16505,253,253,253,253
16506,253,253,253,253
16507,252,253,253,253
16508,253,253,253,253
16509,251,253,253,253
16510,248,253,253,253
16511,250,251,253,253
16512,249,250,253,253
16513,250,250,253,253
16514,249,251,253,253
16515,246,253,253,253
16516,245,255,253,253
16517,243,255,253,253
16518,243,254,253,253
16519,242,254,253,253
16520,240,254,253,253
16521,242,254,253,253
16522,245,255,253,253
16523,247,255,253,253
16524,245,255,253,253
16525,245,255,253,253
16526,244,248,253,253
16527,244,253,253,253
16528,252,252,253,253
16529,252,255,253,253
16530,253,251,253,253
16531,253,244,253,253
16532,255,237,253,253
16533,254,235,253,253
16534,255,238,253,253
16535,255,242,253,253
16536,255,250,253,253
16537,255,244,253,253
16538,255,240,253,253
16539,255,240,253,253
16540,255,241,253,253
16541,254,239,253,253
16542,254,242,253,253
16543,254,243,253,253
16544,255,238,251,253
